Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,mean_time
35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,1024,Male,2,Research Scientist,Single,19040,1.0,Y,22,8,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4,"7,9009"
33,No,Travel_Rarely,Research & Development,8,5,Medical,1,1025,Male,2,Laboratory Technician,Married,82240,6.0,Y,19,8,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3,"7,8728"
28,No,Travel_Rarely,Sales,9,3,Medical,1,1026,Female,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3,"6,8039"
39,No,Travel_Rarely,Sales,3,4,Marketing,1,1027,Female,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3,"6,6195"
46,No,Non-Travel,Research & Development,9,2,Life Sciences,1,1028,Male,2,Manufacturing Director,Single,57310,8.0,Y,17,8,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3,"6,5317"
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,1029,Male,1,Research Director,Married,25390,4.0,Y,12,8,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3,"6,0959"
42,No,Travel_Rarely,Research & Development,7,4,Other,1,1030,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3,"6,1208"
35,No,Non-Travel,Sales,10,1,Life Sciences,1,1031,Female,2,Research Director,Divorced,43230,2.0,Y,18,8,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3,"6,3554"
38,No,Non-Travel,Sales,6,4,Marketing,1,1032,Male,3,Sales Executive,Divorced,73360,5.0,Y,11,8,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3,"7,646"
34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1033,Male,1,Manufacturing Director,Married,134990,4.0,Y,23,8,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4,"7,2916"
37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1034,Male,1,Laboratory Technician,Single,137580,1.0,Y,11,8,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3,"6,0588"
39,No,Travel_Frequently,Research & Development,2,1,Medical,1,1035,Male,2,Healthcare Representative,Divorced,51550,2.0,Y,18,8,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3,"5,9497"
43,No,Non-Travel,Human Resources,8,5,Medical,1,1036,Female,3,Sales Executive,Single,22580,4.0,Y,18,8,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3,"6,7329"
41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1037,Male,3,Research Scientist,Single,35970,3.0,Y,13,8,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3,"7,3616"
41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,1038,Male,3,Laboratory Technician,Divorced,25150,0.0,Y,18,8,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3,"10,1161"
30,No,Travel_Rarely,Sales,26,3,Marketing,1,1039,Female,2,Manager,Single,44200,9.0,Y,11,8,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3,"6,8426"
26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,1,1040,Female,3,Sales Executive,Married,65780,0.0,Y,15,8,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3,"8,0309"
46,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,1041,Male,1,Sales Executive,Married,44220,4.0,Y,11,8,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3,"7,8398"
40,No,Travel_Rarely,Sales,27,2,Medical,1,1042,Female,3,Sales Executive,Divorced,102740,4.0,Y,18,8,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3,"6,1678"
34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1043,Male,2,Laboratory Technician,Married,53430,1.0,Y,14,8,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3,"6,8705"
58,No,Non-Travel,Research & Development,2,4,Medical,1,1044,Male,1,Laboratory Technician,Divorced,23760,4.0,Y,12,8,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3,"6,4452"
35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,1045,Female,3,Manufacturing Director,Married,53460,0.0,Y,14,8,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3,"6,7798"
47,No,Travel_Rarely,Research & Development,19,5,Medical,1,1046,Female,2,Research Scientist,Divorced,28270,8.0,Y,14,8,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3,"10,1076"
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1047,Male,2,Manager,Divorced,199430,2.0,Y,13,8,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3,"6,8789"
54,No,Travel_Rarely,Sales,27,4,Medical,1,1048,Male,1,Research Scientist,Married,31310,4.0,Y,14,8,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3,"6,5152"
31,No,Travel_Frequently,Sales,8,4,Other,1,1049,Female,3,Manufacturing Director,Married,25520,2.0,Y,18,8,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3,"7,0697"
28,No,Travel_Rarely,Sales,1,2,Life Sciences,1,1050,Male,3,Manager,Married,44770,1.0,Y,15,8,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3,"6,9762"
38,No,Travel_Rarely,Research & Development,19,3,Medical,1,1051,Female,2,Manufacturing Director,Married,64740,2.0,Y,13,8,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3,"9,0917"
26,No,Travel_Rarely,Sales,8,3,Marketing,1,1052,Female,1,Healthcare Representative,Single,30330,1.0,Y,12,8,0,5.0,2,5,1,2,3.0,4.0,3.0,2,3,"5,876"
58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,1053,Female,1,Sales Representative,Married,29360,2.0,Y,13,8,1,23.0,3,2,2,2,1.0,3.0,3.0,3,3,"9,2421"
18,No,Non-Travel,Research & Development,2,3,Life Sciences,1,1054,Male,3,Sales Representative,Single,186060,1.0,Y,24,8,2,0.0,4,0,0,0,2.0,3.0,1.0,3,4,"7,2223"
31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1055,Male,3,Laboratory Technician,Married,21680,0.0,Y,14,8,1,2.0,2,1,0,0,4.0,1.0,3.0,3,3,"5,7671"
29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1,1056,Male,1,Manager,Divorced,28530,4.0,Y,14,8,1,4.0,5,2,2,0,1.0,1.0,3.0,2,3,"8,4864"
45,No,Non-Travel,Sales,1,4,Technical Degree,1,1057,Male,1,Research Scientist,Married,170480,4.0,Y,15,8,0,10.0,3,8,5,7,3.0,3.0,4.0,2,3,"6,7114"
36,No,Travel_Rarely,Sales,2,3,Technical Degree,1,1058,Female,5,Laboratory Technician,Married,22900,4.0,Y,11,8,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3,"10,0595"
43,No,Travel_Frequently,Sales,8,3,Medical,1,1059,Male,1,Research Director,Married,36000,1.0,Y,23,8,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4,"6,463"
27,No,Travel_Frequently,Sales,8,4,Life Sciences,1,1060,Male,5,Research Scientist,Single,21070,0.0,Y,13,8,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3,"9,9191"
29,No,Travel_Frequently,Research & Development,6,2,Medical,1,1061,Male,1,Human Resources,Married,41150,1.0,Y,11,8,0,11.0,1,11,3,10,4.0,4.0,4.0,3,3,"7,3226"
32,No,Travel_Frequently,Sales,9,4,Life Sciences,1,1062,Male,4,Sales Executive,Single,43270,8.0,Y,13,8,0,4.0,4,0,0,0,4.0,4.0,4.0,3,3,"7,0216"
42,No,Non-Travel,Research & Development,11,3,Medical,1,1063,Male,1,Manager,Married,178560,3.0,Y,18,8,0,10.0,2,6,3,3,3.0,3.0,2.0,3,3,"6,1781"
47,No,Travel_Rarely,Sales,2,2,Life Sciences,1,1064,Female,5,Manager,Single,31960,4.0,Y,14,8,1,7.0,3,2,2,0,2.0,3.0,3.0,2,3,"5,5368"
46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,1065,Female,1,Laboratory Technician,Divorced,190810,3.0,Y,21,8,0,12.0,2,9,4,7,4.0,4.0,2.0,3,4,"6,9174"
28,No,Non-Travel,Research & Development,7,3,Life Sciences,1,1066,Male,1,Sales Executive,Divorced,89660,1.0,Y,16,8,1,3.0,3,3,2,2,3.0,4.0,3.0,2,3,"7,2003"
29,No,Travel_Rarely,Research & Development,16,3,Medical,1,1067,Female,1,Manufacturing Director,Divorced,22100,8.0,Y,11,8,1,11.0,4,7,1,6,4.0,3.0,3.0,3,3,"7,4204"
42,No,Travel_Rarely,Sales,2,4,Medical,1,1068,Female,2,Research Director,Single,45390,4.0,Y,17,8,1,8.0,5,0,0,0,4.0,3.0,3.0,3,3,"6,3815"
32,Yes,Travel_Rarely,Research & Development,1,1,Medical,1,1069,Male,2,Laboratory Technician,Single,27410,7.0,Y,11,8,0,7.0,3,2,2,2,3.0,2.0,2.0,3,3,"9,9099"
46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,1070,Male,2,Laboratory Technician,Divorced,34910,2.0,Y,14,8,0,25.0,0,19,2,8,1.0,1.0,3.0,3,3,"7,523"
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,1071,Female,5,Research Scientist,Married,45410,1.0,Y,14,8,2,9.0,4,9,5,8,2.0,3.0,3.0,4,3,"6,5136"
29,No,Travel_Rarely,Research & Development,1,2,Medical,1,1072,Male,3,Sales Executive,Married,26780,1.0,Y,25,8,1,1.0,3,1,0,0,4.0,2.0,3.0,3,4,"7,532"
43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1073,Male,1,Manufacturing Director,Married,73790,7.0,Y,13,8,2,21.0,3,16,6,14,1.0,3.0,3.0,2,3,"6,1247"
48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1074,Female,2,Manager,Married,62720,4.0,Y,14,8,0,29.0,3,22,12,9,4.0,2.0,3.0,2,3,"5,8098"
29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1,1075,Female,1,Laboratory Technician,Single,52200,1.0,Y,17,8,0,1.0,3,1,1,0,4.0,4.0,2.0,2,3,"8,072"
46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1,1076,Female,2,Sales Representative,Married,27430,5.0,Y,25,8,1,14.0,1,8,0,7,3.0,2.0,3.0,4,4,"7,2827"
27,No,Travel_Frequently,Research & Development,16,4,Medical,1,1077,Male,3,Healthcare Representative,Married,49980,0.0,Y,20,8,2,8.0,3,7,7,3,4.0,1.0,2.0,3,4,"7,3439"
39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,1078,Male,3,Healthcare Representative,Divorced,102520,8.0,Y,13,8,1,7.0,3,2,2,2,,4.0,3.0,3,3,"6,2847"
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1079,Female,1,Human Resources,Married,27810,8.0,Y,13,8,1,19.0,2,5,0,4,2.0,4.0,4.0,3,3,"5,9088"
28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,1080,Male,2,Laboratory Technician,Married,68520,1.0,Y,18,8,1,1.0,2,1,0,0,2.0,2.0,3.0,4,3,"6,4109"
30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1,1081,Female,2,Sales Executive,Single,49500,1.0,Y,12,8,2,1.0,3,1,0,0,2.0,4.0,2.0,3,3,"7,0441"
22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,1,1082,Female,2,Laboratory Technician,Single,35790,1.0,Y,19,8,3,1.0,3,1,0,0,4.0,2.0,3.0,3,3,"10,2507"
36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,1083,Male,1,Sales Executive,Married,131910,1.0,Y,14,8,1,10.0,2,10,1,7,2.0,3.0,3.0,2,3,"8,8469"
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1084,Female,5,Manager,Divorced,103770,1.0,Y,14,8,0,10.0,2,10,0,2,2.0,3.0,3.0,3,3,"7,089"
34,No,Travel_Rarely,Sales,14,2,Technical Degree,1,1085,Female,1,Sales Executive,Married,22350,2.0,Y,14,8,1,9.0,2,5,1,0,3.0,4.0,3.0,3,3,"7,5354"
29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,1086,Female,1,Sales Executive,Single,105020,3.0,Y,12,8,0,11.0,4,3,1,2,4.0,1.0,3.0,2,3,"6,6913"
37,No,Travel_Rarely,Research & Development,7,2,Medical,1,1087,Male,1,Manufacturing Director,Married,20110,5.0,Y,13,8,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3,"8,1101"
35,No,Travel_Rarely,Sales,2,1,Technical Degree,1,1088,Male,2,Laboratory Technician,Married,18590,0.0,Y,25,8,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4,"10,2182"
45,No,Travel_Rarely,Research & Development,3,3,Medical,1,1089,Female,2,Sales Executive,Married,37600,0.0,Y,14,8,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3,"6,9069"
36,No,Travel_Frequently,Research & Development,5,3,Medical,1,1090,Female,4,Manufacturing Director,Single,177790,1.0,Y,17,8,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3,"5,9228"
40,No,Travel_Rarely,Research & Development,3,3,Other,1,1091,Male,1,Sales Executive,Divorced,68330,2.0,Y,13,8,0,22.0,3,19,11,16,1.0,1.0,3.0,3,3,"6,6392"
26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,1092,Male,2,Human Resources,Married,68120,1.0,Y,13,8,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3,"8,8908"
27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1093,Male,2,Manufacturing Director,Single,51710,0.0,Y,20,8,1,9.0,1,8,0,7,1.0,3.0,,2,4,"7,0416"
48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1094,Male,2,Research Director,Divorced,197400,3.0,Y,14,8,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3,"7,058"
44,No,Travel_Rarely,Sales,1,2,Medical,1,1095,Male,4,Manager,Married,187110,2.0,Y,12,8,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3,"6,8499"
34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,1,1096,Female,1,Sales Representative,Married,36920,1.0,Y,12,8,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3,"9,615"
56,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,1097,Female,5,Sales Executive,Single,25590,1.0,Y,21,8,0,5.0,3,4,1,0,1.0,4.0,3.0,3,4,"6,3686"
36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,1098,Female,3,Healthcare Representative,Married,25170,2.0,Y,14,8,0,12.0,3,4,1,3,3.0,2.0,1.0,3,3,"6,6744"
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1099,Female,1,Sales Executive,Married,66230,5.0,Y,18,8,0,14.0,3,5,1,4,3.0,2.0,3.0,3,3,"5,8985"
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1100,Female,2,Sales Executive,Married,182650,9.0,Y,12,8,1,18.0,4,13,5,7,3.0,1.0,4.0,3,3,"6,8792"
31,No,Travel_Rarely,Sales,9,4,Life Sciences,1,1101,Female,1,Sales Executive,Divorced,161240,2.0,Y,23,8,1,8.0,2,5,1,4,3.0,4.0,3.0,2,4,"7,7253"
34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,1102,Female,3,Laboratory Technician,Married,25850,3.0,Y,12,8,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3,"8,8425"
31,No,Travel_Rarely,Sales,25,2,Life Sciences,1,1103,Female,3,Manufacturing Director,Divorced,182130,8.0,Y,21,8,2,4.0,3,2,2,2,1.0,3.0,2.0,4,4,"6,4462"
26,No,Travel_Frequently,Sales,16,2,Life Sciences,1,1104,Male,2,Healthcare Representative,Married,83800,,Y,14,8,0,8.0,3,7,7,7,3.0,4.0,3.0,4,3,"5,5622"
45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,1105,Female,2,Manager,Single,29940,4.0,Y,18,8,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3,"7,4411"
33,No,Travel_Rarely,Sales,1,3,Life Sciences,1,1106,Female,5,Sales Executive,Single,12230,1.0,Y,13,8,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3,"5,9321"
28,No,Travel_Frequently,Sales,8,3,Life Sciences,1,1107,Male,4,Research Scientist,Married,11180,1.0,Y,11,8,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3,"10,0926"
29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1,1108,Male,2,Sales Executive,Single,28750,1.0,Y,11,8,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,"6,2871"
39,No,Non-Travel,Research & Development,8,5,Medical,1,1109,Female,2,Sales Representative,Married,188240,6.0,Y,19,8,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3,"5,8146"
27,No,Travel_Rarely,Sales,3,2,Technical Degree,1,1110,Male,2,Healthcare Representative,Married,135770,1.0,Y,12,8,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3,"6,6707"
34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,1,1111,Female,2,Manufacturing Director,Married,26250,1.0,Y,12,8,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3,"8,7484"
28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1,1112,Male,1,Research Director,Single,187890,3.0,Y,16,8,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3,"9,2736"
47,No,Non-Travel,Research & Development,1,4,Medical,1,1113,Male,1,Research Scientist,Married,45380,8.0,Y,11,8,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3,"5,5935"
56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1114,Female,2,Sales Executive,Married,198470,4.0,Y,14,8,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3,"7,3204"
39,No,Travel_Rarely,Research & Development,1,3,Other,1,1115,Female,1,Laboratory Technician,Married,105120,1.0,Y,12,8,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3,"6,453"
38,No,Travel_Frequently,Research & Development,4,2,Medical,1,1116,Female,1,Manager,Divorced,44440,1.0,Y,13,8,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3,"10,6778"
58,No,Travel_Rarely,Sales,5,3,Marketing,1,1117,Male,5,Sales Representative,Married,21540,4.0,Y,21,8,1,29.0,3,1,0,0,4.0,4.0,2.0,3,4,"9,7698"
32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,1,1118,Male,2,Laboratory Technician,Single,191900,3.0,Y,17,8,1,8.0,2,4,0,3,1.0,3.0,3.0,3,3,"9,6462"
38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,1119,Female,1,Sales Representative,Divorced,44900,2.0,Y,21,8,1,10.0,1,5,0,3,2.0,4.0,4.0,3,4,"7,192"
49,No,Travel_Frequently,Sales,11,4,Life Sciences,1,1120,Male,2,Research Scientist,Married,35060,3.0,Y,11,8,1,28.0,4,5,4,3,2.0,4.0,3.0,2,3,"5,9316"
42,No,Travel_Rarely,Sales,1,3,Life Sciences,1,1121,Female,1,Sales Executive,Divorced,23720,3.0,Y,12,8,1,14.0,3,0,0,0,2.0,4.0,3.0,3,3,"8,4923"
27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,1,1122,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0,1.0,2.0,3.0,3,3,"6,2932"
35,No,Travel_Rarely,Research & Development,25,1,Medical,1,1123,Male,1,Sales Executive,Married,54100,0.0,Y,18,8,0,6.0,4,5,0,4,2.0,1.0,1.0,3,3,"6,4267"
28,No,Non-Travel,Research & Development,21,1,Medical,1,1124,Male,3,Research Scientist,Single,79780,1.0,Y,16,8,2,5.0,2,5,1,4,3.0,3.0,2.0,3,3,"6,2105"
31,No,Non-Travel,Sales,23,1,Medical,1,1125,Male,1,Sales Executive,Divorced,38670,1.0,Y,11,8,1,4.0,4,4,2,3,3.0,1.0,4.0,4,3,"9,7342"
36,No,Non-Travel,Research & Development,1,3,Life Sciences,1,1126,Male,2,Research Scientist,Married,28380,1.0,Y,19,8,2,5.0,5,5,0,2,1.0,2.0,3.0,1,3,"6,902"
34,No,Travel_Rarely,Sales,2,3,Marketing,1,1127,Male,4,Healthcare Representative,Single,46950,1.0,Y,16,8,1,14.0,2,14,2,1,1.0,4.0,2.0,3,3,"5,6619"
34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,1128,Female,1,Research Director,Divorced,33390,1.0,Y,16,8,0,9.0,2,8,1,1,4.0,3.0,2.0,2,3,"6,4742"
26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1129,Male,2,Research Scientist,Single,20800,0.0,Y,13,8,0,8.0,6,7,7,6,3.0,1.0,2.0,4,3,"6,5808"
29,No,Travel_Rarely,Research & Development,2,4,Other,1,1130,Male,2,Laboratory Technician,Married,20960,0.0,Y,22,8,0,6.0,2,5,0,2,1.0,1.0,2.0,4,4,"7,4419"
32,No,Non-Travel,Research & Development,3,1,Life Sciences,1,1131,Male,3,Manager,Divorced,62090,5.0,Y,17,8,1,9.0,5,5,1,2,3.0,4.0,3.0,4,3,"6,4602"
31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1,1132,Female,2,Human Resources,Married,180610,1.0,Y,14,8,1,10.0,2,10,8,7,4.0,1.0,3.0,3,3,"6,5877"
28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1,1133,Female,2,Sales Representative,Divorced,171230,5.0,Y,15,8,1,6.0,2,4,0,3,3.0,4.0,2.0,2,3,"5,7615"
38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1,1134,Male,3,Sales Representative,Single,23720,4.0,Y,12,8,0,20.0,3,1,0,0,1.0,1.0,2.0,2,3,"7,0068"
35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1135,Male,2,Sales Representative,Married,48830,1.0,Y,18,8,1,10.0,1,10,0,9,3.0,4.0,3.0,1,3,"8,143"
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,1136,Female,1,Manager,Single,39040,1.0,Y,15,8,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3,"7,701"
32,No,Travel_Rarely,Research & Development,8,1,Medical,1,1137,Female,2,Research Scientist,Single,46270,8.0,Y,17,8,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3,"7,0936"
31,Yes,Travel_Frequently,Research & Development,2,1,Other,1,1138,Male,3,Sales Executive,Married,70940,1.0,Y,14,8,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3,"9,6133"
53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1,1139,Male,1,Research Scientist,Single,34230,6.0,Y,15,8,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3,"10,6344"
54,No,Travel_Rarely,Research & Development,14,3,Other,1,1140,Male,3,Research Scientist,Married,66740,3.0,Y,17,8,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3,"7,294"
33,No,Travel_Frequently,Research & Development,2,4,Medical,1,1141,Female,4,Sales Executive,Divorced,168800,1.0,Y,14,8,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3,"7,6451"
43,No,Travel_Rarely,Research & Development,3,3,Medical,1,1142,Male,1,Research Scientist,Married,90940,1.0,Y,12,8,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3,"7,3299"
38,No,Travel_Frequently,Research & Development,2,5,Medical,1,1143,Female,4,Sales Executive,Married,84460,0.0,Y,14,8,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3,"7,3509"
55,No,Travel_Rarely,Sales,9,3,Marketing,1,1144,Male,2,Laboratory Technician,Married,119160,4.0,Y,15,8,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3,"7,7263"
31,No,Travel_Rarely,Sales,6,3,Other,1,1145,Male,1,Manufacturing Director,Divorced,45340,1.0,Y,13,8,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3,"10,501"
39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1146,Male,2,Sales Executive,Single,98520,0.0,Y,12,8,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3,"5,6"
42,No,Non-Travel,Research & Development,10,4,Life Sciences,1,1147,Female,2,Research Scientist,Single,61510,1.0,Y,13,8,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3,"6,0616"
31,No,Non-Travel,Research & Development,14,2,Life Sciences,1,1148,Male,2,Healthcare Representative,Married,23020,4.0,Y,14,8,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3,"5,834"
54,No,Travel_Rarely,Research & Development,1,3,Medical,1,1149,Female,2,Human Resources,Single,23620,6.0,Y,13,8,1,9.0,2,5,1,4,3.0,1.0,3.0,4,3,"10,3857"
24,No,Travel_Rarely,Research & Development,5,4,Other,1,1150,Male,1,Manufacturing Director,Single,178610,1.0,Y,11,8,2,4.0,5,4,1,2,2.0,3.0,2.0,1,3,"6,6551"
23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1151,Male,2,Research Scientist,Single,191870,1.0,Y,11,8,1,5.0,2,5,1,4,4.0,4.0,4.0,3,3,"6,6572"
40,No,Travel_Frequently,Research & Development,21,3,Medical,1,1152,Female,3,Research Scientist,Married,197170,1.0,Y,21,8,0,10.0,1,10,9,4,4.0,3.0,4.0,2,4,"7,5604"
40,No,Travel_Rarely,Research & Development,8,1,Medical,1,1153,Female,5,Research Scientist,Married,35440,3.0,Y,18,8,3,15.0,3,11,5,10,2.0,2.0,3.0,2,3,"5,9376"
25,No,Travel_Rarely,Sales,20,5,Medical,1,1154,Female,2,Laboratory Technician,Married,85000,4.0,Y,12,8,0,6.0,2,2,1,2,3.0,2.0,3.0,3,3,"5,6602"
30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1,1155,Male,2,Research Scientist,Married,46610,1.0,Y,11,8,0,12.0,3,12,1,7,4.0,2.0,2.0,2,3,"5,5203"
25,No,Travel_Rarely,Research & Development,7,2,Medical,1,1156,Male,5,Sales Executive,Divorced,41030,6.0,Y,15,8,1,7.0,2,2,0,2,4.0,3.0,2.0,3,3,"9,5391"
47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1157,Male,2,Sales Executive,Single,42490,2.0,Y,13,8,1,25.0,2,17,12,11,1.0,3.0,3.0,2,3,"7,2473"
33,No,Non-Travel,Research & Development,1,3,Life Sciences,1,1158,Male,2,Research Scientist,Divorced,140260,1.0,Y,12,8,0,1.0,4,1,0,0,2.0,3.0,2.0,3,3,"5,7504"
38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1159,Female,2,Sales Executive,Married,68930,0.0,Y,17,8,0,16.0,3,15,5,8,4.0,2.0,3.0,3,3,"7,46"
31,No,Travel_Rarely,Research & Development,10,4,Medical,1,1160,Female,3,Sales Executive,Married,61250,0.0,Y,13,8,1,3.0,3,2,1,2,1.0,3.0,3.0,3,3,"6,6329"
38,No,Travel_Frequently,Research & Development,1,4,Other,1,1161,Male,2,Research Scientist,Married,36690,2.0,Y,19,8,0,10.0,2,8,7,7,1.0,3.0,3.0,3,3,"6,3266"
